         1250288 function calls (1197757 primitive calls) in 2.617 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 untyped_passes.py:140(run_pass)
        7    0.000    0.000    0.000    0.000 __init__.py:815(mtime)
     2098    0.000    0.000    0.000    0.000 functions.py:262(key)
      906    0.000    0.000    0.000    0.000 controlflow.py:96(add_node)
       26    0.000    0.000    0.000    0.000 old_builtins.py:94(generic)
       10    0.000    0.000    0.000    0.000 slicing.py:15(fix_index)
        7    0.000    0.000    0.000    0.000 targetconfig.py:273(_make_compression_dictionary)
        7    0.000    0.000    0.000    0.000 bytecode.py:335(dump)
        4    0.000    0.000    0.000    0.000 templates.py:524(_validate_sigs)
      110    0.000    0.000    0.000    0.000 typeof.py:66(_typeof_buffer)
       36    0.000    0.000    0.000    0.000 builder.py:160(wrapped)
       52    0.000    0.000    0.000    0.000 packer.py:170(_build_unflatten_code)
       17    0.000    0.000    0.000    0.000 value.py:169(linkage)
        7    0.000    0.000    0.000    0.000 compiler.py:558(define_nopython_lowering_pipeline)
        1    0.000    0.000    0.000    0.000 generator_core.py:1(<module>)
  466/412    0.000    0.000    0.000    0.000 types.py:172(__eq__)
        9    0.000    0.000    0.000    0.000 executionengine.py:178(_raw_object_cache_notify)
      504    0.000    0.000    0.000    0.000 <frozen os>:748(encodekey)
        1    0.000    0.000    0.000    0.000 old_mathimpl.py:1(<module>)
       98    0.000    0.000    0.000    0.000 numpy_support.py:299(supported_ufunc_loop)
       17    0.000    0.000    0.000    0.000 value.py:165(linkage)
     2019    0.000    0.000    0.000    0.000 analysis.py:40(<genexpr>)
      494    0.000    0.000    0.000    0.000 ir.py:719(__init__)
      567    0.000    0.000    0.000    0.000 compiler_machinery.py:27(__exit__)
      396    0.000    0.000    0.000    0.000 warnings.py:488(__exit__)
      350    0.000    0.000    0.000    0.000 abstract.py:127(__ne__)
       21    0.000    0.000    0.000    0.000 analysis.py:304(find_branches)
      163    0.000    0.000    0.000    0.000 containers.py:233(__init__)
        1    0.000    0.000    0.000    0.000 callwrapper.py:197(get_env)
        1    0.000    0.000    0.000    0.000 pythonapi.py:132(read_const)
     3303    0.000    0.000    0.000    0.000 {function _TargetRegistry.__getitem__ at 0x000002855C1FB560}
       32    0.000    0.000    0.000    0.000 typed_passes.py:759(select_template)
        6    0.000    0.000    0.000    0.000 pythonapi.py:1177(bytes_from_string_and_size)
      679    0.000    0.000    0.000    0.000 types.py:314(format_constant)
       16    0.000    0.000    0.000    0.000 context.py:227(<listcomp>)
        8    0.000    0.000    0.000    0.000 executionengine.py:84(add_module)
        6    0.000    0.000    0.000    0.000 old_models.py:475(as_data)
      177    0.000    0.000    0.000    0.000 inspect.py:735(unwrap)
       35    0.000    0.000    0.000    0.000 static_getitem.py:57(match)
      991    0.000    0.000    0.000    0.000 ffi.py:327(__init__)
      309    0.000    0.000    0.000    0.000 byteflow.py:1978(has_active_try)
       14    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
     2214    0.000    0.000    0.000    0.000 {built-in method builtins.id}
     2194    0.000    0.000    0.000    0.000 abstract.py:93(__init__)
       28    0.000    0.000    0.000    0.000 callconv.py:777(_return_errcode_raw)
       22    0.000    0.000    0.000    0.000 pythonapi.py:378(get_c_object)
        7    0.000    0.000    0.000    0.000 extending.py:190(decorate)
      235    0.000    0.000    0.000    0.000 extending.py:222(overload_method)
        2    0.000    0.000    0.000    0.000 old_models.py:615(from_argument)
       44    0.000    0.000    0.000    0.000 byteflow.py:2071(__init__)
        6    0.000    0.000    0.000    0.000 pythonapi.py:286(err_clear)
       17    0.000    0.000    0.000    0.000 templates.py:163(make_concrete_template)
       82    0.000    0.000    0.000    0.000 npyimpl.py:690(_ufunc_db_function)
      262    0.000    0.000    0.000    0.000 builder.py:264(goto_block)
     2336    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       19    0.000    0.000    0.000    0.000 __init__.py:795(joinpath)
        1    0.000    0.000    0.000    0.000 collections.py:1(<module>)
      750    0.000    0.000    0.000    0.000 types.py:305(__eq__)
      756    0.000    0.000    0.000    0.000 compiler_machinery.py:428(is_registered)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
      166    0.000    0.000    0.000    0.000 itanium_mangler.py:114(_len_encoded)
        7    0.000    0.000    0.000    0.000 targetconfig.py:243(summary)
        7    0.000    0.000    0.000    0.000 ir.py:1525(copy)
     2424    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      374    0.000    0.000    0.000    0.000 types.py:542(elements)
     1052    0.000    0.000    0.000    0.000 ffi.py:344(detach)
       13    0.000    0.000    0.000    0.000 old_models.py:460(as_argument)
   119/52    0.000    0.000    0.000    0.000 packer.py:175(rec)
        1    0.000    0.000    0.000    0.000 ssa.py:130(_fresh_vars)
       19    0.000    0.000    0.000    0.000 pathlib.py:868(__new__)
     2825    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      190    0.000    0.000    0.000    0.000 bytecode.py:342(<genexpr>)
        5    0.000    0.000    0.000    0.000 options.py:45(_apply)
       12    0.000    0.000    0.000    0.000 containers.py:202(__unliteral__)
       50    0.000    0.000    0.000    0.000 old_models.py:103(traverse_types)
        5    0.000    0.000    0.000    0.000 cgutils.py:736(get_item_pointer2)
       38    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
       12    0.000    0.000    0.000    0.000 abstract.py:177(__call__)
      562    0.000    0.000    0.000    0.000 common.py:9(_decode_string)
       60    0.000    0.000    0.000    0.000 enum.py:367(__setitem__)
        7    0.000    0.000    0.000    0.000 controlflow.py:420(_find_postorder)
     1819    0.000    0.000    0.000    0.000 templates.py:49(args)
        1    0.000    0.000    0.000    0.000 arrayobj.py:124(get_itemsize)
       98    0.000    0.000    0.000    0.000 numpy_support.py:355(_ufunc_loop_sig)
        7    0.000    0.000    0.000    0.000 analysis.py:584(rewrite_semantic_constants)
     1814    0.000    0.000    0.000    0.000 ir.py:1336(terminator)
  149/140    0.000    0.000    0.000    0.000 ir.py:242(__eq__)
       22    0.000    0.000    0.000    0.000 base.py:746(get_c_value)
      529    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
       19    0.000    0.000    0.000    0.000 pathlib.py:504(_from_parts)
        7    0.000    0.000    0.000    0.000 compiler.py:598(define_typed_pipeline)
       14    0.000    0.000    0.000    0.000 ir_utils.py:558(remove_dels)
        5    0.000    0.000    0.000    0.000 pythonapi.py:1148(string_from_string)
        6    0.000    0.000    0.000    0.000 pythonapi.py:309(raise_object)
  752/367    0.000    0.000    0.000    0.000 packer.py:144(rec)
       83    0.000    0.000    0.000    0.000 ir.py:1212(redefine)
        7    0.000    0.000    0.000    0.000 compiler.py:365(_make_subtarget)
       47    0.000    0.000    0.000    0.000 byteflow.py:518(op_LOAD_FAST)
       51    0.000    0.000    0.000    0.000 utils.py:588(unified_function_type)
       14    0.000    0.000    0.000    0.000 base.py:341(subtarget)
        7    0.000    0.000    0.000    0.000 old_models.py:468(from_argument)
      121    0.000    0.000    0.000    0.000 context.py:387(_get_global_type)
       37    0.000    0.000    0.000    0.000 containers.py:170(_make_homogeneous_tuple)
        7    0.000    0.000    0.000    0.000 targetconfig.py:258(_summary_args)
       37    0.000    0.000    0.000    0.000 cgutils.py:56(create_struct_proxy)
      196    0.000    0.000    0.000    0.000 numpy_support.py:417(<listcomp>)
       14    0.000    0.000    0.000    0.000 containers.py:316(__init__)
      371    0.000    0.000    0.000    0.000 ir.py:198(with_lineno)
        3    0.000    0.000    0.000    0.000 rangeobj.py:185(make_range_attr)
      144    0.000    0.000    0.000    0.000 typeinfer.py:503(<listcomp>)
        1    0.000    0.000    0.000    0.000 old_tupleobj.py:1(<module>)
        6    0.000    0.000    0.000    0.000 context.py:75(free)
       54    0.000    0.000    0.000    0.000 cgutils.py:446(get_null_value)
        1    0.000    0.000    0.000    0.000 context.py:1(<module>)
       44    0.000    0.000    0.000    0.000 byteflow.py:1757(__init__)
      170    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      128    0.000    0.000    0.000    0.000 values.py:890(__init__)
     1737    0.000    0.000    0.000    0.000 functions.py:249(<genexpr>)
      130    0.000    0.000    0.000    0.000 lowering.py:1500(getvar)
      622    0.000    0.000    0.000    0.000 inspect.py:3002(<genexpr>)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
       10    0.000    0.000    0.000    0.000 arrayobj.py:64(make_array)
       25    0.000    0.000    0.000    0.000 values.py:672(descr)
        7    0.000    0.000    0.000    0.000 lowering.py:181(emit_environment_object)
      220    0.000    0.000    0.000    0.000 module.py:138(add_global)
        2    0.000    0.000    0.000    0.000 old_models.py:873(__init__)
      480    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1699(path_hook_for_FileFinder)
        8    0.000    0.000    0.000    0.000 base.py:298(declare_env_global)
      542    0.000    0.000    0.000    0.000 old_models.py:674(get_field_position)
        5    0.000    0.000    0.000    0.000 cpu.py:291(finalize)
      121    0.000    0.000    0.000    0.000 traceback.py:233(clear_frames)
        5    0.000    0.000    0.000    0.000 pythonapi.py:237(decref)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:41(_define_nrt_incref)
       16    0.000    0.000    0.000    0.000 old_numbers.py:1256(literal_int_to_number)
       26    0.000    0.000    0.000    0.000 builder.py:629(select)
       10    0.000    0.000    0.000    0.000 cloudpickle.py:1260(dump)
        9    0.000    0.000    0.000    0.000 old_models.py:518(__init__)
      309    0.000    0.000    0.000    0.000 byteflow.py:285(_is_implicit_new_block)
      216    0.000    0.000    0.000    0.000 utils.py:210(__init__)
        8    0.000    0.000    0.000    0.000 interpreter.py:2968(op_RETURN_VALUE)
       83    0.000    0.000    0.000    0.000 __init__.py:107(read)
    72/27    0.000    0.000    0.000    0.000 packer.py:123(_assign_names)
       68    0.000    0.000    0.000    0.000 event.py:312(install_listener)
      935    0.000    0.000    0.000    0.000 enum.py:788(__getitem__)
      659    0.000    0.000    0.000    0.000 lowering.py:313(typeof)
        5    0.000    0.000    0.000    0.000 interpreter.py:2686(op_FOR_ITER)
     1027    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       13    0.000    0.000    0.000    0.000 module.py:89(get_global_variable)
        1    0.000    0.000    0.000    0.000 setdecl.py:1(<module>)
     1005    0.000    0.000    0.000    0.000 imputils.py:28(lower)
       53    0.000    0.000    0.000    0.000 instructions.py:237(descr)
      152    0.000    0.000    0.000    0.000 ffi.py:260(__init__)
      100    0.000    0.000    0.000    0.000 serialize.py:30(_numba_unpickle)
        7    0.000    0.000    0.000    0.000 controlflow.py:305(topo_sort)
        2    0.000    0.000    0.000    0.000 nrtdynmod.py:111(_define_atomic_inc_dec)
       30    0.000    0.000    0.000    0.000 enum.py:1514(__or__)
       82    0.000    0.000    0.000    0.000 npyimpl.py:743(register_ufunc_kernel)
        7    0.000    0.000    0.000    0.000 byteflow.py:196(_build_cfg)
       18    0.000    0.000    0.000    0.000 typeinfer.py:413(__call__)
       10    0.000    0.000    0.000    0.000 {function Pickler.dump at 0x0000028559C3F920}
        7    0.000    0.000    0.000    0.000 dis.py:618(findlabels)
       23    0.000    0.000    0.000    0.000 typeinfer.py:1381(get_state_token)
        7    0.000    0.000    0.000    0.000 untyped_passes.py:425(run_pass)
      567    0.000    0.000    0.000    0.000 compiler_machinery.py:23(__enter__)
      198    0.000    0.000    0.000    0.000 values.py:498(__eq__)
      319    0.000    0.000    0.000    0.000 templates.py:37(__init__)
       10    0.000    0.000    0.000    0.000 types.py:620(format_constant)
       28    0.000    0.000    0.000    0.000 itanium_mangler.py:123(mangle_abi_tag)
     1359    0.000    0.000    0.000    0.000 postproc.py:191(<genexpr>)
        6    0.000    0.000    0.000    0.000 functions.py:351(__init__)
       13    0.000    0.000    0.000    0.000 targets.py:181(get_abi_size)
      486    0.000    0.000    0.000    0.000 builder.py:241(position_at_end)
       18    0.000    0.000    0.000    0.000 old_builtins.py:105(generic)
       12    0.000    0.000    0.000    0.000 base.py:518(get_constant_undef)
        5    0.000    0.000    0.000    0.000 cgutils.py:395(alloca_once_value)
      209    0.000    0.000    0.000    0.000 targetconfig.py:75(__len__)
        8    0.000    0.000    0.000    0.000 callconv.py:373(return_value)
       83    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
      116    0.000    0.000    0.000    0.000 instructions.py:539(descr)
       13    0.000    0.000    0.000    0.000 value.py:220(global_value_type)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
      153    0.000    0.000    0.000    0.000 byteflow.py:377(op_CACHE)
       87    0.000    0.000    0.000    0.000 npytypes.py:523(__repr__)
     1292    0.000    0.000    0.000    0.000 __init__.py:1734(isEnabledFor)
       20    0.000    0.000    0.000    0.000 packer.py:132(argument_types)
